DataHora;Instancia;Algoritmo;Alpha;Iteracoes;Bloco;Semente;Tempo(s);ValorObtido
2026-07-13 10:15:50;b06;Randomizado_alpha_0.2;0.2;30;-;100505;0.018888;124.000000
2026-07-13 10:15:50;b06;Randomizado_alpha_0.3;0.3;30;-;100505;0.017366;124.000000
2026-07-13 10:15:50;b06;Randomizado_alpha_0.4;0.4;30;-;100505;0.016868;126.000000
2026-07-13 10:15:50;b06;Reativo_0.2_0.3_0.4;-;300;30;100505;0.188422;125.000000
2026-07-13 10:15:50;b06;Guloso;-;-;-;100506;0.192184;127.000000
2026-07-13 10:15:50;b06;Randomizado_alpha_0.2;0.2;30;-;100506;0.013832;126.000000
2026-07-13 10:15:50;b06;Randomizado_alpha_0.3;0.3;30;-;100506;0.014153;127.000000
2026-07-13 10:15:51;b06;Randomizado_alpha_0.4;0.4;30;-;100506;0.015062;125.000000
2026-07-13 10:15:51;b06;Reativo_0.2_0.3_0.4;-;300;30;100506;0.164016;125.000000
2026-07-13 10:15:51;b06;Guloso;-;-;-;100507;0.187406;127.000000
2026-07-13 10:15:51;b06;Randomizado_alpha_0.2;0.2;30;-;100507;0.017814;126.000000
2026-07-13 10:15:51;b06;Randomizado_alpha_0.3;0.3;30;-;100507;0.016254;123.000000
2026-07-13 10:15:51;b06;Randomizado_alpha_0.4;0.4;30;-;100507;0.016140;126.000000
2026-07-13 10:15:51;b06;Reativo_0.2_0.3_0.4;-;300;30;100507;0.168514;125.000000
2026-07-13 10:15:51;b06;Guloso;-;-;-;100508;0.184570;127.000000
2026-07-13 10:15:51;b06;Randomizado_alpha_0.2;0.2;30;-;100508;0.028165;127.000000
2026-07-13 10:15:51;b06;Randomizado_alpha_0.3;0.3;30;-;100508;0.014843;123.000000
2026-07-13 10:15:51;b06;Randomizado_alpha_0.4;0.4;30;-;100508;0.017278;127.000000
2026-07-13 10:15:51;b06;Reativo_0.2_0.3_0.4;-;300;30;100508;0.170779;125.000000
2026-07-13 10:15:52;b06;Guloso;-;-;-;100509;0.189431;127.000000
2026-07-13 10:15:52;b06;Randomizado_alpha_0.2;0.2;30;-;100509;0.016260;124.000000
2026-07-13 10:15:52;b06;Randomizado_alpha_0.3;0.3;30;-;100509;0.014747;126.000000
2026-07-13 10:15:52;b06;Randomizado_alpha_0.4;0.4;30;-;100509;0.016295;124.000000
2026-07-13 10:15:52;b06;Reativo_0.2_0.3_0.4;-;300;30;100509;0.183442;125.000000
2026-07-13 10:15:52;b07;Guloso;-;-;-;100600;0.319426;118.000000
2026-07-13 10:15:52;b07;Randomizado_alpha_0.2;0.2;30;-;100600;0.021347;111.000000
2026-07-13 10:15:52;b07;Randomizado_alpha_0.3;0.3;30;-;100600;0.021540;111.000000
2026-07-13 10:15:52;b07;Randomizado_alpha_0.4;0.4;30;-;100600;0.020732;111.000000
2026-07-13 10:15:53;b07;Reativo_0.2_0.3_0.4;-;300;30;100600;0.237406;112.000000
2026-07-13 10:15:53;b07;Guloso;-;-;-;100601;0.320064;118.000000
2026-07-13 10:15:53;b07;Randomizado_alpha_0.2;0.2;30;-;100601;0.028068;111.000000
2026-07-13 10:15:53;b07;Randomizado_alpha_0.3;0.3;30;-;100601;0.020613;111.000000
2026-07-13 10:15:53;b07;Randomizado_alpha_0.4;0.4;30;-;100601;0.020935;111.000000
2026-07-13 10:15:53;b07;Reativo_0.2_0.3_0.4;-;300;30;100601;0.209466;112.000000
2026-07-13 10:15:53;b07;Guloso;-;-;-;100602;0.323576;118.000000
2026-07-13 10:15:53;b07;Randomizado_alpha_0.2;0.2;30;-;100602;0.020557;111.000000
2026-07-13 10:15:54;b07;Randomizado_alpha_0.3;0.3;30;-;100602;0.020639;111.000000
2026-07-13 10:15:54;b07;Randomizado_alpha_0.4;0.4;30;-;100602;0.021116;111.000000
2026-07-13 10:15:54;b07;Reativo_0.2_0.3_0.4;-;300;30;100602;0.215521;112.000000
2026-07-13 10:15:54;b07;Guloso;-;-;-;100603;0.334370;118.000000
2026-07-13 10:15:54;b07;Randomizado_alpha_0.2;0.2;30;-;100603;0.020791;111.000000
2026-07-13 10:15:54;b07;Randomizado_alpha_0.3;0.3;30;-;100603;0.021423;111.000000
2026-07-13 10:15:54;b07;Randomizado_alpha_0.4;0.4;30;-;100603;0.022513;111.000000
2026-07-13 10:15:54;b07;Reativo_0.2_0.3_0.4;-;300;30;100603;0.213381;112.000000
2026-07-13 10:15:55;b07;Guloso;-;-;-;100604;0.313534;118.000000
2026-07-13 10:15:55;b07;Randomizado_alpha_0.2;0.2;30;-;100604;0.020981;111.000000
2026-07-13 10:15:55;b07;Randomizado_alpha_0.3;0.3;30;-;100604;0.021113;111.000000
2026-07-13 10:15:55;b07;Randomizado_alpha_0.4;0.4;30;-;100604;0.020407;111.000000
2026-07-13 10:15:55;b07;Reativo_0.2_0.3_0.4;-;300;30;100604;0.229827;112.000000
2026-07-13 10:15:55;b07;Guloso;-;-;-;100605;0.302764;118.000000
2026-07-13 10:15:55;b07;Randomizado_alpha_0.2;0.2;30;-;100605;0.021259;111.000000
2026-07-13 10:15:55;b07;Randomizado_alpha_0.3;0.3;30;-;100605;0.022769;111.000000
2026-07-13 10:15:55;b07;Randomizado_alpha_0.4;0.4;30;-;100605;0.021514;111.000000
2026-07-13 10:15:56;b07;Reativo_0.2_0.3_0.4;-;300;30;100605;0.214964;112.000000
2026-07-13 10:15:56;b07;Guloso;-;-;-;100606;0.335218;118.000000
2026-07-13 10:15:56;b07;Randomizado_alpha_0.2;0.2;30;-;100606;0.021073;111.000000
2026-07-13 10:15:56;b07;Randomizado_alpha_0.3;0.3;30;-;100606;0.021535;111.000000
2026-07-13 10:15:56;b07;Randomizado_alpha_0.4;0.4;30;-;100606;0.021813;111.000000
2026-07-13 10:15:56;b07;Reativo_0.2_0.3_0.4;-;300;30;100606;0.224654;112.000000
2026-07-13 10:15:56;b07;Guloso;-;-;-;100607;0.311958;118.000000
2026-07-13 10:15:57;b07;Randomizado_alpha_0.2;0.2;30;-;100607;0.025624;111.000000
2026-07-13 10:15:57;b07;Randomizado_alpha_0.3;0.3;30;-;100607;0.020519;111.000000
2026-07-13 10:15:57;b07;Randomizado_alpha_0.4;0.4;30;-;100607;0.022177;111.000000
2026-07-13 10:15:57;b07;Reativo_0.2_0.3_0.4;-;300;30;100607;0.228841;112.000000
2026-07-13 10:15:57;b07;Guloso;-;-;-;100608;0.302950;118.000000
2026-07-13 10:15:57;b07;Randomizado_alpha_0.2;0.2;30;-;100608;0.020437;111.000000
2026-07-13 10:15:57;b07;Randomizado_alpha_0.3;0.3;30;-;100608;0.024184;111.000000
2026-07-13 10:15:57;b07;Randomizado_alpha_0.4;0.4;30;-;100608;0.020704;111.000000
2026-07-13 10:15:57;b07;Reativo_0.2_0.3_0.4;-;300;30;100608;0.219988;112.000000
2026-07-13 10:15:58;b07;Guloso;-;-;-;100609;0.332101;118.000000
2026-07-13 10:15:58;b07;Randomizado_alpha_0.2;0.2;30;-;100609;0.022264;111.000000
2026-07-13 10:15:58;b07;Randomizado_alpha_0.3;0.3;30;-;100609;0.026741;111.000000
2026-07-13 10:15:58;b07;Randomizado_alpha_0.4;0.4;30;-;100609;0.027236;111.000000
2026-07-13 10:15:58;b07;Reativo_0.2_0.3_0.4;-;300;30;100609;0.238692;112.000000
2026-07-13 10:15:59;b08;Guloso;-;-;-;100700;0.570370;108.000000
2026-07-13 10:15:59;b08;Randomizado_alpha_0.2;0.2;30;-;100700;0.031520;105.000000
2026-07-13 10:15:59;b08;Randomizado_alpha_0.3;0.3;30;-;100700;0.026449;112.000000
2026-07-13 10:15:59;b08;Randomizado_alpha_0.4;0.4;30;-;100700;0.029403;106.000000
2026-07-13 10:15:59;b08;Reativo_0.2_0.3_0.4;-;300;30;100700;0.301005;107.000000
2026-07-13 10:16:00;b08;Guloso;-;-;-;100701;0.562698;108.000000
2026-07-13 10:16:00;b08;Randomizado_alpha_0.2;0.2;30;-;100701;0.029770;105.000000
2026-07-13 10:16:00;b08;Randomizado_alpha_0.3;0.3;30;-;100701;0.030634;105.000000
2026-07-13 10:16:00;b08;Randomizado_alpha_0.4;0.4;30;-;100701;0.035592;109.000000
2026-07-13 10:16:00;b08;Reativo_0.2_0.3_0.4;-;300;30;100701;0.282243;112.000000
2026-07-13 10:16:00;b08;Guloso;-;-;-;100702;0.551933;108.000000
2026-07-13 10:16:01;b08;Randomizado_alpha_0.2;0.2;30;-;100702;0.028050;105.000000
2026-07-13 10:16:01;b08;Randomizado_alpha_0.3;0.3;30;-;100702;0.027383;110.000000
2026-07-13 10:16:01;b08;Randomizado_alpha_0.4;0.4;30;-;100702;0.027307;111.000000
2026-07-13 10:16:01;b08;Reativo_0.2_0.3_0.4;-;300;30;100702;0.275318;108.000000
2026-07-13 10:16:01;b08;Guloso;-;-;-;100703;0.533164;108.000000
2026-07-13 10:16:01;b08;Randomizado_alpha_0.2;0.2;30;-;100703;0.028008;105.000000
2026-07-13 10:16:01;b08;Randomizado_alpha_0.3;0.3;30;-;100703;0.026613;108.000000
2026-07-13 10:16:01;b08;Randomizado_alpha_0.4;0.4;30;-;100703;0.027359;105.000000
2026-07-13 10:16:02;b08;Reativo_0.2_0.3_0.4;-;300;30;100703;0.265669;109.000000
2026-07-13 10:16:02;b08;Guloso;-;-;-;100704;0.542636;108.000000
2026-07-13 10:16:02;b08;Randomizado_alpha_0.2;0.2;30;-;100704;0.026617;105.000000
2026-07-13 10:16:02;b08;Randomizado_alpha_0.3;0.3;30;-;100704;0.027360;104.000000
2026-07-13 10:16:02;b08;Randomizado_alpha_0.4;0.4;30;-;100704;0.033483;111.000000
2026-07-13 10:16:03;b08;Reativo_0.2_0.3_0.4;-;300;30;100704;0.261290;109.000000
2026-07-13 10:16:03;b08;Guloso;-;-;-;100705;0.525899;108.000000
2026-07-13 10:16:03;b08;Randomizado_alpha_0.2;0.2;30;-;100705;0.026515;105.000000
2026-07-13 10:16:03;b08;Randomizado_alpha_0.3;0.3;30;-;100705;0.030466;111.000000
2026-07-13 10:16:03;b08;Randomizado_alpha_0.4;0.4;30;-;100705;0.031764;109.000000
2026-07-13 10:16:04;b08;Reativo_0.2_0.3_0.4;-;300;30;100705;0.280048;107.000000
2026-07-13 10:16:04;b08;Guloso;-;-;-;100706;0.561855;108.000000
2026-07-13 10:16:04;b08;Randomizado_alpha_0.2;0.2;30;-;100706;0.030881;105.000000
2026-07-13 10:16:04;b08;Randomizado_alpha_0.3;0.3;30;-;100706;0.033217;107.000000
2026-07-13 10:16:04;b08;Randomizado_alpha_0.4;0.4;30;-;100706;0.034330;107.000000
2026-07-13 10:16:04;b08;Reativo_0.2_0.3_0.4;-;300;30;100706;0.259766;109.000000
2026-07-13 10:16:05;b08;Guloso;-;-;-;100707;0.532641;108.000000
2026-07-13 10:16:05;b08;Randomizado_alpha_0.2;0.2;30;-;100707;0.025589;105.000000
2026-07-13 10:16:05;b08;Randomizado_alpha_0.3;0.3;30;-;100707;0.025734;108.000000
2026-07-13 10:16:05;b08;Randomizado_alpha_0.4;0.4;30;-;100707;0.026889;110.000000
2026-07-13 10:16:05;b08;Reativo_0.2_0.3_0.4;-;300;30;100707;0.249364;107.000000
2026-07-13 10:16:06;b08;Guloso;-;-;-;100708;0.519605;108.000000
2026-07-13 10:16:06;b08;Randomizado_alpha_0.2;0.2;30;-;100708;0.029226;105.000000
2026-07-13 10:16:06;b08;Randomizado_alpha_0.3;0.3;30;-;100708;0.025774;105.000000
2026-07-13 10:16:06;b08;Randomizado_alpha_0.4;0.4;30;-;100708;0.027664;110.000000
2026-07-13 10:16:06;b08;Reativo_0.2_0.3_0.4;-;300;30;100708;0.309649;107.000000
2026-07-13 10:16:07;b08;Guloso;-;-;-;100709;0.547556;108.000000
2026-07-13 10:16:07;b08;Randomizado_alpha_0.2;0.2;30;-;100709;0.028760;105.000000
2026-07-13 10:16:07;b08;Randomizado_alpha_0.3;0.3;30;-;100709;0.027665;111.000000
2026-07-13 10:16:07;b08;Randomizado_alpha_0.4;0.4;30;-;100709;0.031089;111.000000
2026-07-13 10:16:07;b08;Reativo_0.2_0.3_0.4;-;300;30;100709;0.275625;107.000000
2026-07-13 10:16:08;b09;Guloso;-;-;-;100800;1.138484;225.000000
2026-07-13 10:16:08;b09;Randomizado_alpha_0.2;0.2;30;-;100800;0.038923;220.000000
2026-07-13 10:16:08;b09;Randomizado_alpha_0.3;0.3;30;-;100800;0.040935;222.000000
2026-07-13 10:16:08;b09;Randomizado_alpha_0.4;0.4;30;-;100800;0.044610;222.000000
2026-07-13 10:16:09;b09;Reativo_0.2_0.3_0.4;-;300;30;100800;0.425576;220.000000
2026-07-13 10:16:10;b09;Guloso;-;-;-;100801;1.047132;225.000000
2026-07-13 10:16:10;b09;Randomizado_alpha_0.2;0.2;30;-;100801;0.036264;220.000000
2026-07-13 10:16:10;b09;Randomizado_alpha_0.3;0.3;30;-;100801;0.039811;220.000000
2026-07-13 10:16:10;b09;Randomizado_alpha_0.4;0.4;30;-;100801;0.037762;222.000000
2026-07-13 10:16:10;b09;Reativo_0.2_0.3_0.4;-;300;30;100801;0.383406;220.000000
2026-07-13 10:16:11;b09;Guloso;-;-;-;100802;1.009944;225.000000
2026-07-13 10:16:11;b09;Randomizado_alpha_0.2;0.2;30;-;100802;0.038493;220.000000
2026-07-13 10:16:11;b09;Randomizado_alpha_0.3;0.3;30;-;100802;0.035635;220.000000
2026-07-13 10:16:11;b09;Randomizado_alpha_0.4;0.4;30;-;100802;0.038572;222.000000
2026-07-13 10:16:12;b09;Reativo_0.2_0.3_0.4;-;300;30;100802;0.393803;220.000000
2026-07-13 10:16:13;b09;Guloso;-;-;-;100803;1.031777;225.000000
2026-07-13 10:16:13;b09;Randomizado_alpha_0.2;0.2;30;-;100803;0.035259;220.000000
2026-07-13 10:16:13;b09;Randomizado_alpha_0.3;0.3;30;-;100803;0.037389;220.000000
2026-07-13 10:16:13;b09;Randomizado_alpha_0.4;0.4;30;-;100803;0.037520;223.000000
2026-07-13 10:16:13;b09;Reativo_0.2_0.3_0.4;-;300;30;100803;0.355125;220.000000
2026-07-13 10:16:14;b09;Guloso;-;-;-;100804;1.017433;225.000000
2026-07-13 10:16:14;b09;Randomizado_alpha_0.2;0.2;30;-;100804;0.042714;220.000000
2026-07-13 10:16:14;b09;Randomizado_alpha_0.3;0.3;30;-;100804;0.048645;220.000000
2026-07-13 10:16:15;b09;Randomizado_alpha_0.4;0.4;30;-;100804;0.045311;220.000000
2026-07-13 10:16:15;b09;Reativo_0.2_0.3_0.4;-;300;30;100804;0.372094;220.000000
2026-07-13 10:16:16;b09;Guloso;-;-;-;100805;1.029054;225.000000
2026-07-13 10:16:16;b09;Randomizado_alpha_0.2;0.2;30;-;100805;0.036907;220.000000
2026-07-13 10:16:16;b09;Randomizado_alpha_0.3;0.3;30;-;100805;0.045112;220.000000
2026-07-13 10:16:16;b09;Randomizado_alpha_0.4;0.4;30;-;100805;0.048551;222.000000
2026-07-13 10:16:16;b09;Reativo_0.2_0.3_0.4;-;300;30;100805;0.374307;220.000000
2026-07-13 10:16:17;b09;Guloso;-;-;-;100806;1.023057;225.000000
2026-07-13 10:16:18;b09;Randomizado_alpha_0.2;0.2;30;-;100806;0.034747;222.000000
2026-07-13 10:16:18;b09;Randomizado_alpha_0.3;0.3;30;-;100806;0.043763;222.000000
2026-07-13 10:16:18;b09;Randomizado_alpha_0.4;0.4;30;-;100806;0.042244;220.000000
2026-07-13 10:16:18;b09;Reativo_0.2_0.3_0.4;-;300;30;100806;0.386107;220.000000
2026-07-13 10:16:19;b09;Guloso;-;-;-;100807;1.026448;225.000000
2026-07-13 10:16:19;b09;Randomizado_alpha_0.2;0.2;30;-;100807;0.035823;220.000000
2026-07-13 10:16:19;b09;Randomizado_alpha_0.3;0.3;30;-;100807;0.037858;220.000000
2026-07-13 10:16:19;b09;Randomizado_alpha_0.4;0.4;30;-;100807;0.037482;220.000000
2026-07-13 10:16:20;b09;Reativo_0.2_0.3_0.4;-;300;30;100807;0.393823;220.000000
2026-07-13 10:16:21;b09;Guloso;-;-;-;100808;1.024977;225.000000
2026-07-13 10:16:21;b09;Randomizado_alpha_0.2;0.2;30;-;100808;0.035491;220.000000
2026-07-13 10:16:21;b09;Randomizado_alpha_0.3;0.3;30;-;100808;0.035683;220.000000
2026-07-13 10:16:21;b09;Randomizado_alpha_0.4;0.4;30;-;100808;0.039766;220.000000
2026-07-13 10:16:21;b09;Reativo_0.2_0.3_0.4;-;300;30;100808;0.358998;220.000000
2026-07-13 10:16:22;b09;Guloso;-;-;-;100809;1.011421;225.000000
2026-07-13 10:16:22;b09;Randomizado_alpha_0.2;0.2;30;-;100809;0.035667;220.000000
2026-07-13 10:16:22;b09;Randomizado_alpha_0.3;0.3;30;-;100809;0.038125;220.000000
2026-07-13 10:16:22;b09;Randomizado_alpha_0.4;0.4;30;-;100809;0.047732;220.000000
2026-07-13 10:16:23;b09;Reativo_0.2_0.3_0.4;-;300;30;100809;0.374419;220.000000
2026-07-13 10:16:23;b10;Guloso;-;-;-;100900;0.418485;86.000000
2026-07-13 10:16:23;b10;Randomizado_alpha_0.2;0.2;30;-;100900;0.022113;90.000000
2026-07-13 10:16:23;b10;Randomizado_alpha_0.3;0.3;30;-;100900;0.020544;90.000000
2026-07-13 10:16:23;b10;Randomizado_alpha_0.4;0.4;30;-;100900;0.021574;90.000000
2026-07-13 10:16:23;b10;Reativo_0.2_0.3_0.4;-;300;30;100900;0.260773;90.000000
2026-07-13 10:16:24;b10;Guloso;-;-;-;100901;0.400987;86.000000
2026-07-13 10:16:24;b10;Randomizado_alpha_0.2;0.2;30;-;100901;0.025278;90.000000
2026-07-13 10:16:24;b10;Randomizado_alpha_0.3;0.3;30;-;100901;0.021712;90.000000
2026-07-13 10:16:24;b10;Randomizado_alpha_0.4;0.4;30;-;100901;0.020785;90.000000
2026-07-13 10:16:24;b10;Reativo_0.2_0.3_0.4;-;300;30;100901;0.256449;90.000000
2026-07-13 10:16:24;b10;Guloso;-;-;-;100902;0.397614;86.000000
2026-07-13 10:16:24;b10;Randomizado_alpha_0.2;0.2;30;-;100902;0.026946;90.000000
2026-07-13 10:16:24;b10;Randomizado_alpha_0.3;0.3;30;-;100902;0.021418;89.000000
2026-07-13 10:16:24;b10;Randomizado_alpha_0.4;0.4;30;-;100902;0.021860;89.000000
2026-07-13 10:16:25;b10;Reativo_0.2_0.3_0.4;-;300;30;100902;0.226271;90.000000
2026-07-13 10:16:25;b10;Guloso;-;-;-;100903;0.381543;86.000000
2026-07-13 10:16:25;b10;Randomizado_alpha_0.2;0.2;30;-;100903;0.024636;90.000000
2026-07-13 10:16:25;b10;Randomizado_alpha_0.3;0.3;30;-;100903;0.021770;89.000000
2026-07-13 10:16:25;b10;Randomizado_alpha_0.4;0.4;30;-;100903;0.022235;90.000000
2026-07-13 10:16:25;b10;Reativo_0.2_0.3_0.4;-;300;30;100903;0.225956;90.000000
2026-07-13 10:16:26;b10;Guloso;-;-;-;100904;0.376445;86.000000
2026-07-13 10:16:26;b10;Randomizado_alpha_0.2;0.2;30;-;100904;0.022498;90.000000
2026-07-13 10:16:26;b10;Randomizado_alpha_0.3;0.3;30;-;100904;0.021634;90.000000
2026-07-13 10:16:26;b10;Randomizado_alpha_0.4;0.4;30;-;100904;0.021047;89.000000
2026-07-13 10:16:26;b10;Reativo_0.2_0.3_0.4;-;300;30;100904;0.231436;90.000000
2026-07-13 10:16:26;b10;Guloso;-;-;-;100905;0.385186;86.000000
2026-07-13 10:16:26;b10;Randomizado_alpha_0.2;0.2;30;-;100905;0.020605;90.000000
2026-07-13 10:16:26;b10;Randomizado_alpha_0.3;0.3;30;-;100905;0.025497;90.000000
2026-07-13 10:16:27;b10;Randomizado_alpha_0.4;0.4;30;-;100905;0.026123;88.000000
2026-07-13 10:16:27;b10;Reativo_0.2_0.3_0.4;-;300;30;100905;0.215467;90.000000
2026-07-13 10:16:27;b10;Guloso;-;-;-;100906;0.374528;86.000000
2026-07-13 10:16:27;b10;Randomizado_alpha_0.2;0.2;30;-;100906;0.025643;90.000000
2026-07-13 10:16:27;b10;Randomizado_alpha_0.3;0.3;30;-;100906;0.023520;90.000000
2026-07-13 10:16:27;b10;Randomizado_alpha_0.4;0.4;30;-;100906;0.021822;90.000000
2026-07-13 10:16:27;b10;Reativo_0.2_0.3_0.4;-;300;30;100906;0.241246;90.000000
2026-07-13 10:16:28;b10;Guloso;-;-;-;100907;0.373810;86.000000
2026-07-13 10:16:28;b10;Randomizado_alpha_0.2;0.2;30;-;100907;0.020695;90.000000
2026-07-13 10:16:28;b10;Randomizado_alpha_0.3;0.3;30;-;100907;0.021344;90.000000
2026-07-13 10:16:28;b10;Randomizado_alpha_0.4;0.4;30;-;100907;0.020269;90.000000
2026-07-13 10:16:28;b10;Reativo_0.2_0.3_0.4;-;300;30;100907;0.240280;90.000000
2026-07-13 10:16:28;b10;Guloso;-;-;-;100908;0.361430;86.000000
2026-07-13 10:16:28;b10;Randomizado_alpha_0.2;0.2;30;-;100908;0.020409;90.000000
2026-07-13 10:16:28;b10;Randomizado_alpha_0.3;0.3;30;-;100908;0.021032;90.000000
2026-07-13 10:16:29;b10;Randomizado_alpha_0.4;0.4;30;-;100908;0.020457;88.000000
2026-07-13 10:16:29;b10;Reativo_0.2_0.3_0.4;-;300;30;100908;0.214394;90.000000
2026-07-13 10:16:29;b10;Guloso;-;-;-;100909;0.377833;86.000000
2026-07-13 10:16:29;b10;Randomizado_alpha_0.2;0.2;30;-;100909;0.023120;90.000000
2026-07-13 10:16:29;b10;Randomizado_alpha_0.3;0.3;30;-;100909;0.026142;90.000000
2026-07-13 10:16:29;b10;Randomizado_alpha_0.4;0.4;30;-;100909;0.024708;90.000000
2026-07-13 10:16:29;b10;Reativo_0.2_0.3_0.4;-;300;30;100909;0.249737;90.000000
2026-07-13 10:16:30;b11;Guloso;-;-;-;101000;0.597236;91.000000
2026-07-13 10:16:30;b11;Randomizado_alpha_0.2;0.2;30;-;101000;0.028328;88.000000
2026-07-13 10:16:30;b11;Randomizado_alpha_0.3;0.3;30;-;101000;0.026059;88.000000
2026-07-13 10:16:30;b11;Randomizado_alpha_0.4;0.4;30;-;101000;0.031702;91.000000
2026-07-13 10:16:30;b11;Reativo_0.2_0.3_0.4;-;300;30;101000;0.287907;90.000000
2026-07-13 10:16:31;b11;Guloso;-;-;-;101001;0.569789;91.000000
2026-07-13 10:16:31;b11;Randomizado_alpha_0.2;0.2;30;-;101001;0.030285;89.000000
2026-07-13 10:16:31;b11;Randomizado_alpha_0.3;0.3;30;-;101001;0.027787;89.000000
2026-07-13 10:16:31;b11;Randomizado_alpha_0.4;0.4;30;-;101001;0.029793;90.000000
2026-07-13 10:16:31;b11;Reativo_0.2_0.3_0.4;-;300;30;101001;0.275236;90.000000
2026-07-13 10:16:32;b11;Guloso;-;-;-;101002;0.556266;91.000000
2026-07-13 10:16:32;b11;Randomizado_alpha_0.2;0.2;30;-;101002;0.026266;88.000000
2026-07-13 10:16:32;b11;Randomizado_alpha_0.3;0.3;30;-;101002;0.028587;88.000000
2026-07-13 10:16:32;b11;Randomizado_alpha_0.4;0.4;30;-;101002;0.028030;88.000000
2026-07-13 10:16:32;b11;Reativo_0.2_0.3_0.4;-;300;30;101002;0.293736;90.000000
2026-07-13 10:16:33;b11;Guloso;-;-;-;101003;0.549161;91.000000
2026-07-13 10:16:33;b11;Randomizado_alpha_0.2;0.2;30;-;101003;0.026068;90.000000
2026-07-13 10:16:33;b11;Randomizado_alpha_0.3;0.3;30;-;101003;0.025835;90.000000
2026-07-13 10:16:33;b11;Randomizado_alpha_0.4;0.4;30;-;101003;0.026441;90.000000
2026-07-13 10:16:33;b11;Reativo_0.2_0.3_0.4;-;300;30;101003;0.258208;90.000000
2026-07-13 10:16:34;b11;Guloso;-;-;-;101004;0.540528;91.000000
2026-07-13 10:16:34;b11;Randomizado_alpha_0.2;0.2;30;-;101004;0.025253;89.000000
2026-07-13 10:16:34;b11;Randomizado_alpha_0.3;0.3;30;-;101004;0.027684;89.000000
2026-07-13 10:16:34;b11;Randomizado_alpha_0.4;0.4;30;-;101004;0.031047;90.000000
2026-07-13 10:16:34;b11;Reativo_0.2_0.3_0.4;-;300;30;101004;0.256841;90.000000
2026-07-13 10:16:35;b11;Guloso;-;-;-;101005;0.548294;91.000000
2026-07-13 10:16:35;b11;Randomizado_alpha_0.2;0.2;30;-;101005;0.026374;88.000000
2026-07-13 10:16:35;b11;Randomizado_alpha_0.3;0.3;30;-;101005;0.025276;90.000000
2026-07-13 10:16:35;b11;Randomizado_alpha_0.4;0.4;30;-;101005;0.031864;90.000000
2026-07-13 10:16:35;b11;Reativo_0.2_0.3_0.4;-;300;30;101005;0.287836;90.000000
2026-07-13 10:16:36;b11;Guloso;-;-;-;101006;0.565408;91.000000
2026-07-13 10:16:36;b11;Randomizado_alpha_0.2;0.2;30;-;101006;0.029932;90.000000
2026-07-13 10:16:36;b11;Randomizado_alpha_0.3;0.3;30;-;101006;0.027443;89.000000
2026-07-13 10:16:36;b11;Randomizado_alpha_0.4;0.4;30;-;101006;0.025786;90.000000
2026-07-13 10:16:36;b11;Reativo_0.2_0.3_0.4;-;300;30;101006;0.270159;90.000000
2026-07-13 10:16:36;b11;Guloso;-;-;-;101007;0.532957;91.000000
2026-07-13 10:16:36;b11;Randomizado_alpha_0.2;0.2;30;-;101007;0.025804;90.000000
2026-07-13 10:16:36;b11;Randomizado_alpha_0.3;0.3;30;-;101007;0.026818;90.000000
2026-07-13 10:16:36;b11;Randomizado_alpha_0.4;0.4;30;-;101007;0.025972;90.000000
2026-07-13 10:16:37;b11;Reativo_0.2_0.3_0.4;-;300;30;101007;0.254579;90.000000
2026-07-13 10:16:37;b11;Guloso;-;-;-;101008;0.547539;91.000000
2026-07-13 10:16:37;b11;Randomizado_alpha_0.2;0.2;30;-;101008;0.027440;90.000000
2026-07-13 10:16:37;b11;Randomizado_alpha_0.3;0.3;30;-;101008;0.028452;90.000000
2026-07-13 10:16:37;b11;Randomizado_alpha_0.4;0.4;30;-;101008;0.026082;89.000000
2026-07-13 10:16:38;b11;Reativo_0.2_0.3_0.4;-;300;30;101008;0.274268;90.000000
2026-07-13 10:16:38;b11;Guloso;-;-;-;101009;0.552424;91.000000
2026-07-13 10:16:38;b11;Randomizado_alpha_0.2;0.2;30;-;101009;0.027161;90.000000
2026-07-13 10:16:38;b11;Randomizado_alpha_0.3;0.3;30;-;101009;0.025907;92.000000
2026-07-13 10:16:38;b11;Randomizado_alpha_0.4;0.4;30;-;101009;0.033093;92.000000
2026-07-13 10:16:39;b11;Reativo_0.2_0.3_0.4;-;300;30;101009;0.273804;90.000000
2026-07-13 10:16:40;b12;Guloso;-;-;-;101100;1.370864;177.000000
2026-07-13 10:16:40;b12;Randomizado_alpha_0.2;0.2;30;-;101100;0.046157;175.000000
2026-07-13 10:16:40;b12;Randomizado_alpha_0.3;0.3;30;-;101100;0.044454;175.000000
2026-07-13 10:16:40;b12;Randomizado_alpha_0.4;0.4;30;-;101100;0.056153;175.000000
2026-07-13 10:16:41;b12;Reativo_0.2_0.3_0.4;-;300;30;101100;0.454156;176.000000
2026-07-13 10:16:42;b12;Guloso;-;-;-;101101;1.252242;177.000000
2026-07-13 10:16:42;b12;Randomizado_alpha_0.2;0.2;30;-;101101;0.040252;175.000000
2026-07-13 10:16:42;b12;Randomizado_alpha_0.3;0.3;30;-;101101;0.040199;177.000000
2026-07-13 10:16:42;b12;Randomizado_alpha_0.4;0.4;30;-;101101;0.041625;176.000000
2026-07-13 10:16:42;b12;Reativo_0.2_0.3_0.4;-;300;30;101101;0.468376;176.000000
